,search_string,8_digit_kvk,12_digit_kvk,vesting_nr,status_of_company,headquarters,website,main_company_name,bestaande_handelsnamen,statutaire_naam,second_page_company_name,street,housenumber,housenumber_extension,postcode,city,extra_infomation
62,1000AA,24096125	,240961250001	,000020091559	,No Value,True,No Value,B.V. Handel- en Exploitatie Maatschappij Schoonhoven,B.V. Handel- en Exploitatie Maatschappij Schoonhoven,B.V. Handel- en Exploitatie Maatschappij Schoonhoven,B.V. Handel- en Exploitatie Maatschappij Schoonhoven,Tweede Weteringplantsoen,21,,1017ZD,Amsterdam,"<b>...</b> Schoonhoven. BV Handel- en Exploitatie Maatschappij Schoonhoven.  Postbus 28, <b>1000AA</b>, Amsterdam, Nederland 1000 AA. <b>...</b>  "
63,1000AA,56660995	,566609950000	,No Value	,No Value,True,www.icwv.org.,International Center for Western Values Stichting,No Value,No Value,International Center for Western Values Stichting,Sint Nicolaasstraat,74,,1012NK,Amsterdam,"<b>...</b> www.icwv.org. Postbus 5, <b>1000AA</b>, Amsterdam, Nederland 1000 AA. Sint  Nicolaasstraat 74, 1012NK, Amsterdam, Nederland 1012 NK. <b>...</b>  "
64,1000AC,33257956	,332579560000	,000017744385	,No Value,True,www.tkb.nl.,Pasterkamp Beheer B.V.,Pasterkamp Beheer B.V.,Pasterkamp Beheer B.V.,Pasterkamp Beheer B.V.,Thomas R. Malthusstraat,1,,1066JR,Amsterdam,"<b>...</b> www.tkb.nl. Postbus 117, <b>1000AC</b>, Amsterdam, Nederland 1000 AC. Thomas  R. Malthusstraat 1, 1066JR, Amsterdam, Nederland 1066 JR. <b>...</b>  "
65,1000AC,34220535	,342205350000	,No Value	,No Value,True,No Value,Stichting Derdengelden TKB,No Value,No Value,Stichting Derdengelden TKB,Thomas R. Malthusstraat,1,,1066JR,Amsterdam,"Overige administratiekantoren. Stichting Derdengelden TKB. Stichting  Derdengelden TKB. Postbus 117, <b>1000AC</b>, Amsterdam, Nederland 1000 AC. <b>...</b>  "
66,1000AA,61879010	,618790100000	,000030942705	,No Value,True,No Value,Leche & Mas B.V.,Leche & Mas B.V.,Leche & Mas B.V.,Leche & Mas B.V.,Count Basiestraat,9,,1066GL,Amsterdam,"<b>...</b> Leche &amp; Mas BV. Postbus 19, <b>1000AA</b>, Amsterdam, Nederland 1000 AA. Count  Basiestraat 9, 1066GL, Amsterdam, Nederland 1066 GL. <b>...</b>  "
67,1000AB,34119363	,341193630000	,No Value	,No Value,True,No Value,Stichting Beleggers Compensatiefonds,No Value,No Value,Stichting Beleggers Compensatiefonds,Westeinde,1,,1017ZN,Amsterdam,"<b>...</b> Stichting Beleggers Compensatiefonds. Stichting Beleggers Compensatiefonds.  Postbus 98, <b>1000AB</b>, Amsterdam, Nederland 1000 AB. <b>...</b>  "
68,1000AB,34139356	,341393560000	,000017035759	,No Value,True,No Value,RVP Publishers B.V.,RVP Publishers B.V. | De Virtuele Boekwinkel | devirtueleboekwinkel.nl | Het Virtuele Warenhuis | hetvirtuelewarenhuis.nl | The Virtual Departmentstore | thevirtualdepartmentstore.com | content4websites | De Virtuele Boekhandel | devirtueleboekhandel.nl | Het Virtuele Antiquariaat | hetvirtueleantiquariaat.nl | ffchatten.nl | pseudonymsrevealed.com | ver3tig | verdrietig | IntDb | The International Database | The International Travel Database | The International Hotel Database | The International Restaurant Database | The International Movie Database | Uitgeverij Van Praag | Uitgeverij René van Praag | Zebrafant | UVP | POLPAM | Polpam Uitgevers | politiekepamfletten.nl | chicklit4teens | chicklitforteens | chicklit14s | De Denktank van Nederland | De Denktank voor Nederland,RVP Publishers B.V.,RVP Publishers B.V.,Sint Nicolaasstraat,74,,1012NK,Amsterdam,"<b>...</b> RVP Publishers BV. Postbus 99, <b>1000AB</b>, Amsterdam, Nederland 1000 AB.  Sint Nicolaasstraat 74, 1012NK, Amsterdam, Nederland 1012 NK. <b>...</b>  "
69,1000AA,54139554	,541395540000	,000023949252	,No Value,True,No Value,Heineken Global Procurement B.V.,Heineken Global Procurement B.V.,Heineken Global Procurement B.V.,Heineken Global Procurement B.V.,Tweede Weteringplantsoen,21,,1017ZD,Amsterdam,"<b>...</b> Heineken Global Procurement BV. Heineken Global Procurement BV.  Postbus 28, <b>1000AA</b>, Amsterdam, Nederland 1000 AA. <b>...</b>  "
70,1000AE,70228329	,702283290000	,000038521407	,No Value,True,No Value,Bergsteen Holding B.V.,Bergsteen Holding B.V.,Bergsteen Holding B.V.,Bergsteen Holding B.V.,Rokin,69,B,1012KL,Amsterdam,"<b>...</b> Bergsteen Holding BV. Postbus 239, <b>1000AE</b>, Amsterdam, Nederland 1000  AE. Rokin 69 B, 1012KL, Amsterdam, Nederland 1012 KL. Holding. <b>...</b>  "
71,1000AA,34185901	,341859010000	,000018208231	,Deze nevenvestiging is uitgeschreven uit het Handelsregister,True,www.ditisfris.nl.,ditisfris B.V.,ditisfris B.V.,No Value,ditisfris B.V.,Meeuwenlaan,106,C,1021JL,Amsterdam,"<b>...</b> ditisfris BV. www.ditisfris.nl. Postbus 11, <b>1000AA</b>, Amsterdam, Nederland 1000  AA. Meeuwenlaan 106 C, 1021JL, Amsterdam, Nederland 1021 JL. <b>...</b>  "
72,1000AD,34253455	,342534550000	,000011575107	,No Value,True,No Value,CCI Travel Coöperatief U.A.,CCI Travel Coöperatief U.A.,CCI Travel Coöperatief U.A.,CCI Travel Coöperatief U.A.,Wisselwerking,58,Geb. Apollo,1112XS,Diemen,"<b>...</b> CCI Travel Coöperatief UA. CCI Travel Coöperatief UA. Postbus 165, <b>1000AD</b>,  Amsterdam, Nederland 1000 AD. Wisselwerking 58 Geb. <b>...</b>  "
73,1000AP,33082862	,330828620000	,No Value	,No Value,True,No Value,Stichting Erfgoed Castrum Peregrini,No Value,No Value,Stichting Erfgoed Castrum Peregrini,Herengracht,401,,1017BP,Amsterdam,"<b>...</b> Stichting Erfgoed Castrum Peregrini. Stichting Erfgoed Castrum Peregrini.  Postbus 645, <b>1000AP</b>, Amsterdam, Nederland 1000 AP. <b>...</b>  "
74,1000AN,58152407	,581524070000	,No Value	,No Value,True,No Value,Stichting Cultureel Fonds Audiovisuele Producenten,No Value,No Value,Stichting Cultureel Fonds Audiovisuele Producenten,Oostenburgervoorstraat,96,,1018MR,Amsterdam,"<b>...</b> CFP. Stichting Cultureel Fonds Audiovisuele Producenten. Postbus 581,  <b>1000AN</b>, Amsterdam, Nederland 1000 AN. Oostenburgervoorstraat <b>...</b>  "
75,1000AD,34227781	,342277810000	,000015852709	,No Value,True,No Value,BMG Monumenten B.V.,BMG Monumenten B.V.,BMG Monumenten B.V.,BMG Monumenten B.V.,Herengracht,619,,1017CE,Amsterdam,"<b>...</b> BMG Monumenten BV. Postbus 198, <b>1000AD</b>, Amsterdam, Nederland 1000  AD. Herengracht 619, 1017CE, Amsterdam, Nederland 1017 CE. <b>...</b>  "
76,1000AN,33010597	,330105970007	,No Value	,Deze nevenvestiging is uitgeschreven uit het Handelsregister,True,No Value,VCK-Havenbedrijf,VCK-Havenbedrijf,Verenigd Cargadoorskantoor B.V.,VCK-Havenbedrijf,Valreep,13,,1042AN,Amsterdam,"<b>...</b> Verenigd Cargadoorskantoor BV. Postbus 561, <b>1000AN</b>, Amsterdam, Nederland  1000 AN. Valreep 13, 1042AN, Amsterdam, Nederland 1042 AN. <b>...</b>  "
77,1000AM,68340982	,683409820000	,000036791776	,No Value,True,No Value,First Class Carparts,First Class Carparts,No Value,First Class Carparts,Javastraat,611,,1095DM,Amsterdam,"<b>...</b> Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires  (geen banden). Postbus 535, <b>1000AM</b>, Amsterdam, Nederland 1000 AM. <b>...</b>  "
78,1000AA,68882475	,688824750000	,000037283677	,No Value,True,www.maxlegalfinance.nl.,Max Legal,Max Legal | Max Legal Finance | Maxx Legal | Max Juristen | Varelio | Cineance,No Value,Max Legal,Hollandsch Diep,63,,2904EP,Capelle aan den IJssel,"<b>...</b> Rechtskundige adviesbureaus. www.maxlegalfinance.nl. Postbus 24,  <b>1000AA</b>, Amsterdam, Nederland 1000 AA. Hollandsch <b>...</b>  "
79,1000AA,41199704	,411997040000	,No Value	,No Value,True,www.efl-stichting.nl.,Van Eesteren-Fluck & Van Lohuizen Stichting,No Value,No Value,Van Eesteren-Fluck & Van Lohuizen Stichting,Borneokade,315,,1019XH,Amsterdam,"<b>...</b> www.efl-stichting.nl. Postbus 15, <b>1000AA</b>, Amsterdam, Nederland 1000 AA.  Borneokade 315, 1019XH, Amsterdam, Nederland 1019 XH. <b>...</b>  "
80,1000AC,34199179	,341991790000	,No Value	,No Value,True,No Value,Stichting Administratiekantoor Pasterkamp Beheer,No Value,No Value,Stichting Administratiekantoor Pasterkamp Beheer,Thomas R. Malthusstraat,1,,1066JR,Amsterdam,"<b>...</b> Beheer. Stichting Administratiekantoor Pasterkamp Beheer. Postbus 117,  <b>1000AC</b>, Amsterdam, Nederland 1000 AC. Thomas <b>...</b>  "
81,1000AC,34245692	,342456920000	,No Value	,No Value,True,No Value,MSRE Alumni Association,No Value,No Value,MSRE Alumni Association,Jollemanhof,5,,1019GW,Amsterdam,"<b>...</b> MSRE Alumni Association. Postbus 140, <b>1000AC</b>, Amsterdam, Nederland  1000 AC. Jollemanhof 5, 1019GW, Amsterdam, Nederland 1019 GW. <b>...</b>  "
82,1000AA,34260969	,342609690000	,000018430848	,No Value,True,No Value,Keetwoning B.V.,Keetwoning B.V. | Tempohousing,Keetwoning B.V.,Keetwoning B.V.,H.J.E. Wenckebachweg,49,A,1096AK,Amsterdam,"<b>...</b> Keetwoning BV. Postbus 43, <b>1000AA</b>, Amsterdam, Nederland 1000 AA. HJE  Wenckebachweg 49 A, 1096AK, Amsterdam, Nederland 1096 AK. <b>...</b>  "
83,1000AB,34382805	,343828050000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Woongebouw Meerhuizenplein te Amsterdam,No Value,No Value,Vereniging van Eigenaars Woongebouw Meerhuizenplein te Amsterdam,Condensatorweg,54,,1014AX,Amsterdam,"<b>...</b> Vereniging van Eigenaars Woongebouw Meerhuizenplein te Amsterdam.  Postbus 74, <b>1000AB</b>, Amsterdam, Nederland 1000 AB. <b>...</b>  "
84,1000AA,34253439	,342534390000	,000019018452	,No Value,True,No Value,Tempohousing Nederland Limited,Tempohousing Nederland Limited | Tempohousing Global,No Value,Tempohousing Nederland Limited,H.J.E. Wenckebachweg,49,A,1096AK,Amsterdam,"<b>...</b> Projectontwikkeling. Tempohousing Nederland Limited. Tempohousing  Nederland Limited. Postbus 43, <b>1000AA</b>, Amsterdam, Nederland 1000 AA. <b>...</b>  "
85,1000AE,41199217	,411992170000	,No Value	,No Value,True,No Value,Stichting Huisvesting Financiering Delta Lloyd,No Value,No Value,Stichting Huisvesting Financiering Delta Lloyd,Omval,300,,1096HP,Amsterdam,"<b>...</b> St. Huisvestingfinanc. Delta Lloyd. Stichting Huisvesting Financiering Delta  Lloyd. Postbus 231, <b>1000AE</b>, Amsterdam, Nederland 1000 AE. <b>...</b>  "
86,1000AA,33185544	,331855440000	,000015870316	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Heineken CEE Holdings B.V.,Heineken CEE Holdings B.V.,No Value,Heineken CEE Holdings B.V.,Tweede Weteringplantsoen,21,,1017ZD,Amsterdam,"Heineken CEE Holdings BV. Financiële holdings. Heineken CEE Holdings  BV. Postbus 28, <b>1000AA</b>, Amsterdam, Nederland 1000 AA. <b>...</b>  "
87,1000AC,40537473	,405374730000	,No Value	,No Value,True,No Value,AMSTERDAM SCHOOL OF REAL ESTATE ALUMNI ASSOCIATION MRE ('AAA MRE'),No Value,No Value,AMSTERDAM SCHOOL OF REAL ESTATE ALUMNI ASSOCIATION MRE ('AAA MRE'),Jollemanhof,5,,1019GW,Amsterdam,"<b>...</b> AMSTERDAM SCHOOL OF REAL ESTATE ALUMNI ASSOCIATION MRE  (&#39;AAA MRE&#39;). Postbus 140, <b>1000AC</b>, Amsterdam, Nederland 1000 AC. <b>...</b>  "
88,1000AD,33293475	,332934750001	,000020055544	,No Value,True,www.reedbusiness.nl.,Reed Business B.V.,Reed Business B.V. | Elsevier Business Information | Reed Business | Reed Business Media | Nextens | FiscaalTotaal | XpertHR | XpertHR Checkit,Reed Business B.V.,Reed Business B.V.,Radarweg,29,,1043NX,Amsterdam,"<b>...</b> www.reedbusiness.nl. Postbus 152, <b>1000AD</b>, Amsterdam, Nederland 1000  AD. Radarweg 29, 1043NX, Amsterdam, Nederland 1043 NX. <b>...</b>  "
89,1000AP,34374879	,343748790000	,000003588726	,No Value,True,www.vervoerregio.nl.,De Vervoerregio Amsterdam,De Vervoerregio Amsterdam,No Value,De Vervoerregio Amsterdam,Jodenbreestraat,25,,1011NH,Amsterdam,"<b>...</b> www.vervoerregio.nl. Postbus 626, <b>1000AP</b>, Amsterdam, Nederland 1000  AP. Jodenbreestraat 25, 1011NH, Amsterdam, Nederland 1011 NH. <b>...</b>  "
90,1000AN,34366966	,343669660006	,000007678584	,No Value,True,www.stadstoezicht.amsterdam.,Dienst Stadstoezicht,Dienst Stadstoezicht,No Value,Dienst Stadstoezicht,Daniel Goedkoopstraat,7,- 9,1096BD,Amsterdam,"<b>...</b> Gemeente Amsterdam. Gemeente Amsterdam. www.stadstoezicht.amsterdam.  nl. Postbus 551, <b>1000AN</b>, Amsterdam, Nederland 1000 AN. <b>...</b>  "
91,1000AD,34343728	,343437280000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars gebouw Eerste Atjeh  straat 60-62 te Amsterdam,No Value,No Value,Vereniging van Eigenaars gebouw Eerste Atjeh  straat 60-62 te Amsterdam,Eerste Atjehstraat,60,B,1094KP,Amsterdam,"<b>...</b> Vereniging van Eigenaars gebouw &quot;Eerste Atjeh straat 60-62 te Amsterdam&quot;.  Postbus 199, <b>1000AD</b>, Amsterdam, Nederland 1000 AD. <b>...</b>  "
92,1000AM,34360441	,343604410000	,000015425851	,No Value,True,www.hoganlovells.com.,Hogan Lovells International LLP,Hogan Lovells International LLP,No Value,Hogan Lovells International LLP,Strawinskylaan,3091,,1077ZX,Amsterdam,"<b>...</b> www.hoganlovells.com. Postbus 545, <b>1000AM</b>, Amsterdam, Nederland 1000  AM. Strawinskylaan 3091, 1077ZX, Amsterdam, Nederland 1077 ZX. <b>...</b>  "
93,1000AA,34243878	,342438780000	,000017622484	,No Value,True,www.tempohousing.com.,Tempohousing Limited,Tempohousing Limited | Festivilla | Keetwoning | Keetwonen,No Value,Tempohousing Limited,H.J.E. Wenckebachweg,49,A,1096AK,Amsterdam,"<b>...</b> Projectontwikkeling. Tempohousing Limited. Tempohousing Limited.  www.tempohousing.com. Postbus 43, <b>1000AA</b>, Amsterdam, Nederland 1000 <b>...</b>  "
94,1000AC,34336606	,343366060000	,000000612545	,No Value,True,No Value,Wim T. Schippers,Wim T. Schippers,No Value,Wim T. Schippers,Oudezijds Achterburgwal,192,1,1012DX,Amsterdam,"Wim T. Schippers. Schrijven en overige scheppende kunst. Postbus 118,  <b>1000AC</b>, Amsterdam, Nederland 1000 AC. Oudezijds <b>...</b>  "
95,1000AC,33190855	,331908550000	,000020014015	,No Value,True,www.boekerij.nl.,De Boekerij,De Boekerij | Forum | Parelpockets | Uitgeverij M | Uitgeverij Arena | Meulenhoff Boekerij B.V.,Meulenhoff Boekerij B.V.,De Boekerij,Herengracht,507,,1017BV,Amsterdam,"<b>...</b> www.boekerij.nl. Postbus 100, <b>1000AC</b>, Amsterdam, Nederland 1000 AC.  Herengracht 507, 1017BV, Amsterdam, Nederland 1017 BV. <b>...</b>  "
96,1000AB,50472917	,504729170000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Leidsekruisstraat 32 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Leidsekruisstraat 32 te Amsterdam,Condensatorweg,54,,1014AX,Amsterdam,"<b>...</b> VvE Leidsekruisstraat 32. Vereniging van Eigenaars Leidsekruisstraat 32 te  Amsterdam. Postbus 74, <b>1000AB</b>, Amsterdam, Nederland 1000 AB. <b>...</b>  "
97,1000AA,30093904	,300939040001	,000017874300	,No Value,True,www.boekenwereld.com.,L.J. Veen,L.J. Veen | Pandora Pockets | Uitgeverij de Prom | Uitgeverij Houtekiet | Eldorado | Olympus non-fictie | Uitgeverij Plataan | Plataan/Uitgevers | Plataan,Uitgeverij atlas contact B.V.,L.J. Veen,Herengracht,481,,1017BT,Amsterdam,"<b>...</b> www.boekenwereld.com. Postbus 13, <b>1000AA</b>, Amsterdam, Nederland 1000  AA. Herengracht 481, 1017BT, Amsterdam, Nederland 1017 BT. <b>...</b>  "
98,1000AE,27032036	,270320360004	,000016132726	,No Value,True,www.nibcmarkets.com.,NIBC Bank N.V.,NIBC Bank N.V.,NIBC Bank N.V.,NIBC Bank N.V.,Gustav Mahlerlaan,348,,1082ME,Amsterdam,"<b>...</b> www.nibcmarkets.com. Postbus 235, <b>1000AE</b>, Amsterdam, Nederland 1000  AE. Gustav Mahlerlaan 348, 1082ME, Amsterdam, Nederland 1082 ME. <b>...</b>  "
99,1000AA,56617739	,566177390000	,000001416537	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,www.tacta.nl.,TACTA,TACTA,No Value,TACTA,van Beekstraat,96,,1121NS,Landsmeer,"<b>...</b> TACTA VOF. www.tacta.nl. Postbus 20, <b>1000AA</b>, Amsterdam, Nederland 1000  AA. van Beekstraat 96, 1121NS, Landsmeer, Nederland 1121 NS. <b>...</b>  "
100,1000AC,39096012	,390960120000	,000015434591	,No Value,True,No Value,Mabeon Holding B.V.,Mabeon Holding B.V. | Mabeon Finance,Mabeon Holding B.V.,Mabeon Holding B.V.,Scheepstimmermanstraat,54,,1019WX,Amsterdam,"<b>...</b> Mabeon Holding BV. Mabeon Holding BV. Postbus 116, <b>1000AC</b>,  Amsterdam, Nederland 1000 AC. Scheepstimmermanstraat <b>...</b>  "
101,1000AD,34349474	,343494740000	,No Value	,No Value,True,www.kalhorn.nl.,"Vereniging van Eigenaars van het gebouw        Dapperstraat 57, Eerste Swindenstraat 371, 373 en 375 te Amsterdam",No Value,No Value,"Vereniging van Eigenaars van het gebouw        Dapperstraat 57, Eerste Swindenstraat 371, 373 en 375 te Amsterdam",Haarlemmerweg,525,,1055PL,Amsterdam,"<b>...</b> www.kalhorn.nl. Postbus 199, <b>1000AD</b>, Amsterdam, Nederland 1000 AD.  Haarlemmerweg 525, 1055PL, Amsterdam, Nederland 1055 PL. <b>...</b>  "
102,1000AP,33188974	,331889740000	,000018198279	,No Value,True,www.hppexhibitions.com.,H. P.P. Worldwide,H. P.P. Worldwide,HPP Organisation for Foreign Trade Promotion B.V.,H. P.P. Worldwide,Saxen Weimarlaan,54,,1075CE,Amsterdam,"<b>...</b> www.hppexhibitions.com. Postbus 625, <b>1000AP</b>, Amsterdam, Nederland 1000  AP. Saxen Weimarlaan 54, 1075CE, Amsterdam, Nederland 1075 CE <b>...</b>  "
103,1000AN,41205320	,412053200000	,No Value	,No Value,True,No Value,STICHTING TOT EXPLOITATIE VAN KABELTELEVISIERECHTEN OP AUDIOVISUEEL MATERIAAL (SEKAM),No Value,No Value,STICHTING TOT EXPLOITATIE VAN KABELTELEVISIERECHTEN OP AUDIOVISUEEL MATERIAAL (SEKAM),Oostenburgervoorstraat,96,,1018MR,Amsterdam,"<b>...</b> Postbus 581, <b>1000AN</b>, Amsterdam, Nederland 1000 AN. Oostenburger  voorstraat 96, 1018MR, Amsterdam, Nederland 1018 MR. <b>...</b>  "
104,1000AD,34162120	,341621200000	,000019842694	,No Value,True,No Value,Marking Center B.V.,Marking Center B.V.,Marking Center B.V.,Marking Center B.V.,Nieuwendammerdijk,191,,1025LJ,Amsterdam,"<b>...</b> Marking Center BV. Postbus 174, <b>1000AD</b>, Amsterdam, Nederland 1000 AD.  Nieuwendammerdijk 191, 1025LJ, Amsterdam, Nederland 1025 LJ. <b>...</b>  "
105,1000AN,30194400	,301944000000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Uvipa,No Value,No Value,Stichting Uvipa,James Wattstraat,77,-79,1097DL,Amsterdam,"<b>...</b> Stichting Uvipa. Postbus 550, <b>1000AN</b>, AMSTERDAM, Nederland 1000 AN.  James Wattstraat 77 -79, 1097DL, Amsterdam, Nederland 1097 DL. <b>...</b>  "
106,1000AM,37148351	,371483510000	,000007983166	,No Value,True,No Value,Spanjer Divers Services,Spanjer Divers Services,No Value,Spanjer Divers Services,Jan Ritzema Bosstraat,46,,1447HD,Purmerend,"<b>...</b> Dienstverlening voor vervoer over water. Overige specialistische zakelijke  dienstverlening. Postbus 509, <b>1000AM</b>, Amsterdam, Nederland 1000 AM. <b>...</b>  "
107,1000AA,61879223	,618792230000	,000030942918	,No Value,True,No Value,Milk & More B.V.,Milk & More B.V.,Milk & More B.V.,Milk & More B.V.,Spahof,3,,1066HW,Amsterdam,"<b>...</b> Milk &amp; More BV. Milk &amp; More BV. Postbus 19, <b>1000AA</b>, Amsterdam, Nederland  1000 AA. Spahof 3, 1066HW, Amsterdam, Nederland 1066 HW. <b>...</b>  "
108,1000AC,34283716	,342837160000	,000011362081	,No Value,True,No Value,E.A. Peters Beheer B.V.,E.A. Peters Beheer B.V.,E.A. Peters Beheer B.V.,E.A. Peters Beheer B.V.,Scheepstimmermanstraat,54,,1019WX,Amsterdam,"<b>...</b> EA Peters Beheer BV. EA Peters Beheer BV. Postbus 116, <b>1000AC</b>,  Amsterdam, Nederland 1000 AC. Scheepstimmermanstraat <b>...</b>  "
109,1000AC,30265665	,302656650000	,No Value	,No Value,True,No Value,Aikido Bond Nederland,No Value,No Value,Aikido Bond Nederland,Veemarkt,151,,1019CC,Amsterdam,"<b>...</b> Aikido Bond Nederland. Postbus 128, <b>1000AC</b>, Amsterdam, Nederland 1000  AC. Veemarkt 151, 1019CC, Amsterdam, Nederland 1019 CC. <b>...</b>  "
110,1000AR,34384587	,343845870000	,000014061546	,No Value,True,No Value,B. Pot Holding B.V.,B. Pot Holding B.V.,B. Pot Holding B.V.,B. Pot Holding B.V.,Dorpsstraat,419,,1566BG,Assendelft,"<b>...</b> B. Pot Holding BV. Postbus 673, <b>1000AR</b>, AMSTERDAM, Nederland 1000  AR. Dorpsstraat 419, 1566BG, Assendelft, Nederland 1566 BG. <b>...</b>  "
111,1000AB,56714149	,567141490000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars van het gebouw Kerkstraat 163-165 te Amsterdam,No Value,No Value,Vereniging van Eigenaars van het gebouw Kerkstraat 163-165 te Amsterdam,Condensatorweg,54,,1014AX,Amsterdam,"<b>...</b> Vereniging van Eigenaars van het gebouw Kerkstraat 163-165 te Amsterdam.  Postbus 74, <b>1000AB</b>, Amsterdam, Nederland 1000 AB. <b>...</b>  "
112,1000AA,33047347	,330473470001	,No Value	,Deze nevenvestiging is uitgeschreven uit het Handelsregister,True,No Value,B.V. KOUDEBUREAU  IJSKOUD  V/H K.J. KROP,B.V. KOUDEBUREAU   IJSKOUD   V/H K.J. KROP,Geskus Beheer B.V.,B.V. KOUDEBUREAU  IJSKOUD  V/H K.J. KROP,H W MESDAGSTRAAT,10,,1741JM,SCHAGEN,"<b>...</b> klimaatregeling. Geskus Beheer BV. Geskus Beheer BV. POSTBUS  27, <b>1000AA</b>, AMSTERDAM, Nederland 1000 AA. HW <b>...</b>  "
113,1000AE,41051733	,410517330000	,No Value	,No Value,True,No Value,Stichting Delta Lloyd Beleggersgiro,No Value,No Value,Stichting Delta Lloyd Beleggersgiro,Omval,300,,1096HP,Amsterdam,"<b>...</b> Stichting Delta Lloyd Beleggersgiro. Postbus 231, <b>1000AE</b>, Amsterdam,  Nederland 1000 AE. Omval 300, 1096HP, Amsterdam, Nederland 1096 HP. <b>...</b>  "
114,1000AA,65877314	,658773140000	,000034554076	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Patagonia Natural,Patagonia Natural,No Value,Patagonia Natural,Cornelis Zillesenlaan,94,,1086ZK,Amsterdam,"<b>...</b> Patagonia Natural vof. Postbus 7, <b>1000AA</b>, Amsterdam, Nederland 1000 AA.  Cornelis Zillesenlaan 94, 1086ZK, Amsterdam, Nederland 1086 ZK. <b>...</b>  "
115,1000AC,33004506	,330045060000	,000020177534	,No Value,True,No Value,Nedveem B.V.,Nedveem B.V.,Nedveem B.V.,Nedveem B.V.,Coenhavenweg,7,,1013BK,Amsterdam,"<b>...</b> Nedveem BV. Nedveem BV. Postbus 101, <b>1000AC</b>, Amsterdam, Nederland  1000 AC. Coenhavenweg 7, 1013BK, Amsterdam, Nederland 1013 BK. <b>...</b>  "
